AGEU_HOURS_AGE UNIT	CDISC	7	7	0	0
AGEU_WEEKS_AGE UNIT	CDISC	731	731	0	0
AGEU_YEARS_AGE UNIT	CDISC	2	2	0	0
CHRNCTY_ACUTE_CHRONICITY	CDISC	23	23	0	0
CHRNCTY_CHRONIC_CHRONICITY	CDISC	23	23	0	0
CHRNCTY_SUBACUTE_CHRONICITY	CDISC	793	793	0	0
CHRNCTY_SUBCHRONIC_CHRONICITY	CDISC	479	479	0	0
CLCAT_CLINICAL SIGNS_CATEGORY FOR CLINICAL OBSERVATION	CDISC	298	298	0	0
CLCAT_DERMAL_CATEGORY FOR CLINICAL OBSERVATION	CDISC	35	35	0	0
CLCAT_OPHTHALMOLOGY_CATEGORY FOR CLINICAL OBSERVATION	CDISC	4	4	0	0
CLCAT_PHYSICAL EXAM_CATEGORY FOR CLINICAL OBSERVATION	CDISC	1	1	0	0
COUNTRY_CHE_COUNTRY	CDISC	7	7	0	0
COUNTRY_CHN_COUNTRY	CDISC	2	2	0	0
COUNTRY_DEU_COUNTRY	CDISC	73	73	0	0
COUNTRY_DNK_COUNTRY	CDISC	1	1	0	0
COUNTRY_FIN_COUNTRY	CDISC	1	1	0	0
COUNTRY_FRA_COUNTRY	CDISC	15	15	0	0
COUNTRY_GRC_COUNTRY	CDISC	2	2	0	0
COUNTRY_JPN_COUNTRY	CDISC	4	4	0	0
COUNTRY_NLD_COUNTRY	CDISC	1	1	0	0
COUNTRY_OMN_COUNTRY	CDISC	13	13	0	0
COUNTRY_USA_COUNTRY	CDISC	1	1	0	0
DIR_ANTERIOR_DIRECTIONALITY	CDISC	56	56	0	0
DIR_APICAL_DIRECTIONALITY	CDISC	4	4	0	0
DIR_BASAL_DIRECTIONALITY	CDISC	2	2	0	0
DIR_CAUDAL_DIRECTIONALITY	CDISC	5	5	0	0
DIR_CENTRAL_DIRECTIONALITY	CDISC	36	36	0	0
DIR_CRANIAL_DIRECTIONALITY	CDISC	1	1	0	0
DIR_DEEP_DIRECTIONALITY	CDISC	13	13	0	0
DIR_DISTAL_DIRECTIONALITY	CDISC	20	20	0	0
DIR_FORE_DIRECTIONALITY	CDISC	4	4	0	0
DIR_HIND_DIRECTIONALITY	CDISC	1	1	0	0
DIR_INFERIOR_DIRECTIONALITY	CDISC	1	1	0	0
DIR_INNER_DIRECTIONALITY	CDISC	10	10	0	0
DIR_INTERMEDIATE_DIRECTIONALITY	CDISC	23	23	0	0
DIR_LATERAL_DIRECTIONALITY	CDISC	17	17	0	0
DIR_LOWER_DIRECTIONALITY	CDISC	147	147	0	0
DIR_MEDIAL_DIRECTIONALITY	CDISC	1	1	0	0
DIR_NASAL_DIRECTIONALITY	CDISC	1	1	0	0
DIR_OUTER_DIRECTIONALITY	CDISC	7	7	0	0
DIR_PERIPHERAL_DIRECTIONALITY	CDISC	1	1	0	0
DIR_POSTERIOR_DIRECTIONALITY	CDISC	2	2	0	0
DIR_PROXIMAL_DIRECTIONALITY	CDISC	11	11	0	0
DIR_SUPERFICIAL_DIRECTIONALITY	CDISC	2	2	0	0
DIR_SURFACE_DIRECTIONALITY	CDISC	51	51	0	0
DIR_TIP_DIRECTIONALITY	CDISC	37	37	0	0
DIR_UPPER_DIRECTIONALITY	CDISC	56	56	0	0
DSDECOD_ACCIDENTAL DEATH_STANDARDIZED DISPOSITION TERM	CDISC	5	5	0	0
DSDECOD_FOUND DEAD_STANDARDIZED DISPOSITION TERM	CDISC	12	12	0	0
DSDECOD_INTERIM SACRIFICE_STANDARDIZED DISPOSITION TERM	CDISC	28	28	0	0
DSDECOD_MORIBUND SACRIFICE_STANDARDIZED DISPOSITION TERM	CDISC	1	1	0	0
DSDECOD_TERMINAL SACRIFICE_STANDARDIZED DISPOSITION TERM	CDISC	169	169	0	0
DSTRBN_DIFFUSE_DISTRIBUTION	CDISC	122	122	0	0
DSTRBN_FOCAL_DISTRIBUTION	CDISC	1326	1326	0	0
DSTRBN_MULTIFOCAL_DISTRIBUTION	CDISC	244	244	0	0
DSTRBN_MULTIPLE_DISTRIBUTION	CDISC	71	71	0	0
EGCATSND_DIAGNOSIS_SEND ECG CATEGORY	CDISC	44	44	0	0
EGCATSND_INTERPRETATION_SEND ECG CATEGORY	CDISC	7	7	0	0
EGCATSND_MEASUREMENT_SEND ECG CATEGORY	CDISC	95	95	0	0
EGSTRESC_PREMATURE ATRIAL COMPLEXES_ECG RESULT	CDISC	3	3	0	0
EGSTRESC_PREMATURE VENTRICULAR COMPLEX_ECG RESULT	CDISC	54	54	0	0
EGSTRESC_SINUS ARRHYTHMIA_ECG RESULT	CDISC	1	1	0	0
FREQ_1 TIME PER WEEK_FREQUENCY	CDISC	13	13	0	0
FREQ_2 TIMES PER WEEK_FREQUENCY	CDISC	14	14	0	0
FREQ_3 TIMES PER WEEK_FREQUENCY	CDISC	9	9	0	0
FREQ_AD LIBITUM_FREQUENCY	CDISC	15	15	0	0
FREQ_BID_FREQUENCY	CDISC	42	42	0	0
FREQ_CONTINUOUS_FREQUENCY	CDISC	13	13	0	0
FREQ_EVERY 2 WEEKS_FREQUENCY	CDISC	3	3	0	0
FREQ_EVERY WEEK_FREQUENCY	CDISC	10	10	0	0
FREQ_INTERMITTENT_FREQUENCY	CDISC	6	6	0	0
FREQ_OCCASIONAL_FREQUENCY	CDISC	11	11	0	0
FREQ_ONCE_FREQUENCY	CDISC	88	88	0	0
FREQ_PA_FREQUENCY	CDISC	1	1	0	0
FREQ_TID_FREQUENCY	CDISC	1	1	0	0
FREQ_TWICE_FREQUENCY	CDISC	23	23	0	0
FRM_SUPPOSITORY_PHARMACEUTICAL DOSAGE FORM	CDISC	1	1	0	0
FXFINDRS_ABSENT_FETAL PATHOLOGY FINDINGS RESULT	CDISC	10	10	0	0
FXFINDRS_ATRESIA_FETAL PATHOLOGY FINDINGS RESULT	CDISC	3	3	0	0
FXFINDRS_AUTOLYSIS_FETAL PATHOLOGY FINDINGS RESULT	CDISC	31	31	0	0
FXFINDRS_BENT_FETAL PATHOLOGY FINDINGS RESULT	CDISC	3	3	0	0
FXFINDRS_DEPRESSION_FETAL PATHOLOGY FINDINGS RESULT	CDISC	4	4	0	0
FXFINDRS_DILATATION_FETAL PATHOLOGY FINDINGS RESULT	CDISC	194	194	0	0
FXFINDRS_DISCOLORED_FETAL PATHOLOGY FINDINGS RESULT	CDISC	145	145	0	0
FXFINDRS_DISTENDED_FETAL PATHOLOGY FINDINGS RESULT	CDISC	1	1	0	0
FXFINDRS_DOUBLED_FETAL PATHOLOGY FINDINGS RESULT	CDISC	4	4	0	0
FXFINDRS_EDEMA_FETAL PATHOLOGY FINDINGS RESULT	CDISC	117	117	0	0
FXFINDRS_HEMORRHAGE_FETAL PATHOLOGY FINDINGS RESULT	CDISC	98	98	0	0
FXFINDRS_HOLE_FETAL PATHOLOGY FINDINGS RESULT	CDISC	1	1	0	0
FXFINDRS_LARGE_FETAL PATHOLOGY FINDINGS RESULT	CDISC	58	58	0	0
FXFINDRS_LONG_FETAL PATHOLOGY FINDINGS RESULT	CDISC	32	32	0	0
FXFINDRS_NODULE_FETAL PATHOLOGY FINDINGS RESULT	CDISC	7	7	0	0
FXFINDRS_OPACITY_FETAL PATHOLOGY FINDINGS RESULT	CDISC	39	39	0	0
FXFINDRS_REDUCED NUMBER_FETAL PATHOLOGY FINDINGS RESULT	CDISC	1	1	0	0
FXFINDRS_SHORT_FETAL PATHOLOGY FINDINGS RESULT	CDISC	49	49	0	0
FXFINDRS_SINGLE_FETAL PATHOLOGY FINDINGS RESULT	CDISC	333	333	0	0
FXFINDRS_SMALL_FETAL PATHOLOGY FINDINGS RESULT	CDISC	194	194	0	0
FXFINDRS_SPLIT_FETAL PATHOLOGY FINDINGS RESULT	CDISC	22	22	0	0
FXFINDRS_SUPERNUMERARY_FETAL PATHOLOGY FINDINGS RESULT	CDISC	9	9	0	0
FXFINDRS_THICK_FETAL PATHOLOGY FINDINGS RESULT	CDISC	11	11	0	0
FXFINDRS_UNEXPANDED LUNG_FETAL PATHOLOGY FINDINGS RESULT	CDISC	2	2	0	0
FXFINDRS_WIDE_FETAL PATHOLOGY FINDINGS RESULT	CDISC	3	3	0	0
FXRESCAT_VARIATION_FETAL PATHOLOGY FINDINGS RESULT CATEGORY	CDISC	24	24	0	0
ICFINDRS_ALIVE_IMPLANTATION FINDINGS RESULT	CDISC	4	4	0	0
ICFINDRS_DEAD_IMPLANTATION FINDINGS RESULT	CDISC	55	55	0	0
LAT_BILATERAL_LATERALITY	CDISC	1310	1310	0	0
LAT_CONTRALATERAL_LATERALITY	CDISC	2	2	0	0
LAT_LEFT_LATERALITY	CDISC	401	401	0	0
LAT_RIGHT_LATERALITY	CDISC	303	303	0	0
LAT_UNILATERAL_LATERALITY	CDISC	1131	1131	0	0
MIRESCAT_METASTATIC_MICROSCOPIC HISTOPATHOLOGY RESULT CATEGORY	CDISC	1	1	0	0
NEOPLASM_NEOPLASM, MALIGNANT_NEOPLASM TYPE	CDISC	9	9	0	0
NORMRS_NORMAL_WITHIN NORMAL LIMITS RESULTS	CDISC	88	88	0	0
NORMRS_UNREMARKABLE_WITHIN NORMAL LIMITS RESULTS	CDISC	3	3	0	0
NULLFLAV_DERIVED_NULL FLAVOR REASON	CDISC	102	102	0	0
NULLFLAV_NO INFORMATION_NULL FLAVOR REASON	CDISC	29	29	0	0
NULLFLAV_NOT APPLICABLE_NULL FLAVOR REASON	CDISC	215	215	0	0
NULLFLAV_OTHER_NULL FLAVOR REASON	CDISC	1173	1173	0	0
NY_NA_NO YES RESPONSE	CDISC	6	6	0	0
NY_U_NO YES RESPONSE	CDISC	3	3	0	0
NY_Y_NO YES RESPONSE	CDISC	74	74	0	0
PKUNIT_%_PK UNITS OF MEASURE	CDISC	60	60	0	0
PKUNIT_/MIN_PK UNITS OF MEASURE	CDISC	10	10	0	0
PKUNIT_FG/ML_PK UNITS OF MEASURE	CDISC	2	2	0	0
PKUNIT_H_PK UNITS OF MEASURE	CDISC	21	21	0	0
PKUNIT_MG/ML_PK UNITS OF MEASURE	CDISC	284	284	0	0
PKUNIT_MIU/ML_PK UNITS OF MEASURE	CDISC	48	48	0	0
PKUNIT_ML_PK UNITS OF MEASURE	CDISC	11	11	0	0
PKUNIT_MMOL/L_PK UNITS OF MEASURE	CDISC	580	580	0	0
PKUNIT_NG/ML_PK UNITS OF MEASURE	CDISC	16	16	0	0
PKUNIT_NMOL/KG_PK UNITS OF MEASURE	CDISC	5	5	0	0
PKUNIT_PG/MG_PK UNITS OF MEASURE	CDISC	13	13	0	0
PKUNIT_PG/ML_PK UNITS OF MEASURE	CDISC	39	39	0	0
PKUWG_ML/G_PK UNITS OF MEASURE - WEIGHT G	CDISC	1	1	0	0
PKUWG_NMOL/G_PK UNITS OF MEASURE - WEIGHT G	CDISC	129	129	0	0
PKUWKG_(ML/DAY)/KG_PK UNITS OF MEASURE - WEIGHT KG	CDISC	1	1	0	0
PORTOT_ALL_PORTION/TOTALITY	CDISC	1873	1873	0	0
PORTOT_ENTIRE_PORTION/TOTALITY	CDISC	142	142	0	0
PORTOT_HEMI_PORTION/TOTALITY	CDISC	7	7	0	0
PORTOT_MULTIPLE_PORTION/TOTALITY	CDISC	94	94	0	0
PORTOT_PARTIAL_PORTION/TOTALITY	CDISC	9	9	0	0
PORTOT_SEGMENT_PORTION/TOTALITY	CDISC	14	14	0	0
POSITION_PRONE_POSITION	CDISC	11	11	0	0
POSITION_SUPINE_POSITION	CDISC	5	5	0	0
PPTMDARS_INHIBITOR_PLANNED PHARMACOLOGIC TARGET MODE OF ACTION RESPONSE	CDISC	3	3	0	0
PPTMDARS_RECEPTOR AGONIST_PLANNED PHARMACOLOGIC TARGET MODE OF ACTION RESPONSE	CDISC	2	2	0	0
PPTMDARS_RECEPTOR ANTAGONIST_PLANNED PHARMACOLOGIC TARGET MODE OF ACTION RESPONSE	CDISC	1	1	0	0
PYRESCAT_NOT PREGNANT_PREGNANCY FINDINGS RESULT CATEGORY	CDISC	4	4	0	0
PYRESCAT_PREGNANT_PREGNANCY FINDINGS RESULT CATEGORY	CDISC	1	1	0	0
RELTYPE_MANY_RELATIONSHIP TYPE	CDISC	40	40	0	0
RELTYPE_ONE_RELATIONSHIP TYPE	CDISC	844	844	0	0
SDOMAIN_BG_SEND DOMAIN ABBREVIATION	CDISC	153	153	0	0
SDOMAIN_BH_SEND DOMAIN ABBREVIATION	CDISC	1	1	0	0
SDOMAIN_CL_SEND DOMAIN ABBREVIATION	CDISC	4	4	0	0
SDOMAIN_CO_SEND DOMAIN ABBREVIATION	CDISC	21	21	0	0
SDOMAIN_DS_SEND DOMAIN ABBREVIATION	CDISC	4	4	0	0
SDOMAIN_EX_SEND DOMAIN ABBREVIATION	CDISC	135	135	0	0
SDOMAIN_FW_SEND DOMAIN ABBREVIATION	CDISC	65	65	0	0
SDOMAIN_MA_SEND DOMAIN ABBREVIATION	CDISC	104	104	0	0
SDOMAIN_MI_SEND DOMAIN ABBREVIATION	CDISC	1882	1882	0	0
SDOMAIN_PP_SEND DOMAIN ABBREVIATION	CDISC	54	54	0	0
SSTYP_ONCOGENICITY_SEND STUDY TYPE	CDISC	2	2	0	0
SSTYP_TOXICOKINETICS_SEND STUDY TYPE	CDISC	27	27	0	0
STCAT_PK_STUDY CATEGORY	CDISC	23	23	0	0
STCAT_P_STUDY CATEGORY	CDISC	9	9	0	0
STCAT_REPRO_STUDY CATEGORY	CDISC	1	1	0	0
STCAT_TOX_STUDY CATEGORY	CDISC	783	783	0	0
UNIT_/DAY_UNIT	CDISC	281	281	0	0
UNIT_/H_UNIT	CDISC	3	3	0	0
UNIT_/KG_UNIT	CDISC	7	7	0	0
UNIT_/WK_UNIT	CDISC	56	56	0	0
UNIT_BEATS/MIN_UNIT	CDISC	2	2	0	0
UNIT_BEL_UNIT	CDISC	3	3	0	0
UNIT_DAYS_UNIT	CDISC	1392	1392	0	0
UNIT_FL_UNIT	CDISC	6	6	0	0
UNIT_G/MOL_UNIT	CDISC	13	13	0	0
UNIT_GY_UNIT	CDISC	21	21	0	0
UNIT_G_UNIT	CDISC	31	31	0	0
UNIT_HENRY_UNIT	CDISC	6	6	0	0
UNIT_HOUNSFIELD UNIT_UNIT	CDISC	3	3	0	0
UNIT_HOURS_UNIT	CDISC	657	657	0	0
UNIT_IU_UNIT	CDISC	66	66	0	0
UNIT_KDA_UNIT	CDISC	3	3	0	0
UNIT_KG/L_UNIT	CDISC	36	36	0	0
UNIT_LB_UNIT	CDISC	1	1	0	0
UNIT_LM_UNIT	CDISC	30	30	0	0
UNIT_L_UNIT	CDISC	45	45	0	0
UNIT_MG/L_UNIT	CDISC	92	92	0	0
UNIT_MG_UNIT	CDISC	7	7	0	0
UNIT_MIN_UNIT	CDISC	21	21	0	0
UNIT_MOL/L_UNIT	CDISC	2	2	0	0
UNIT_MONTHS_UNIT	CDISC	1	1	0	0
UNIT_MSEC_UNIT	CDISC	1	1	0	0
UNIT_M_UNIT	CDISC	3	3	0	0
UNIT_NG_UNIT	CDISC	3	3	0	0
UNIT_NMOL/G_UNIT	CDISC	13	13	0	0
UNIT_OD UNIT_UNIT	CDISC	90	90	0	0
UNIT_OHM_UNIT	CDISC	3	3	0	0
UNIT_PG_UNIT	CDISC	6	6	0	0
UNIT_PIXELS/CM_UNIT	CDISC	1	1	0	0
UNIT_POINT_UNIT	CDISC	50	50	0	0
UNIT_RAD_UNIT	CDISC	3	3	0	0
UNIT_SEC_UNIT	CDISC	46	46	0	0
UNIT_TABLET_UNIT	CDISC	218	218	0	0
UNIT_TESLA_UNIT	CDISC	1	1	0	0
UNIT_TITER_UNIT	CDISC	23	23	0	0
UNIT_TORR_UNIT	CDISC	3	3	0	0
UNIT_UG/L_UNIT	CDISC	78	78	0	0
UNIT_UG_UNIT	CDISC	1	1	0	0
UNIT_UL_UNIT	CDISC	49	49	0	0
UNIT_UMOL/L_UNIT	CDISC	2	2	0	0
UNIT_UMOL_UNIT	CDISC	7	7	0	0
UNIT_UM_UNIT	CDISC	12	12	0	0
UNIT_USIEMENS_UNIT	CDISC	39	39	0	0
UNIT_UV_UNIT	CDISC	94	94	0	0
UNIT_U_UNIT	CDISC	109	109	0	0
UNIT_V_UNIT	CDISC	1	1	0	0
UNIT_WEBER_UNIT	CDISC	12	12	0	0
VSRESU_IN_UNITS FOR VITAL SIGNS RESULTS	CDISC	1	1	0	0
VSRESU_KG_UNITS FOR VITAL SIGNS RESULTS	CDISC	6	6	0	0
VSRESU_PA_UNITS FOR VITAL SIGNS RESULTS	CDISC	1	1	0	0
VSRESU_RATIO_UNITS FOR VITAL SIGNS RESULTS	CDISC	43	43	0	0
ANATOMY	DEFAULT	27554	5469	22085	0
DOSE	DEFAULT	3702	0	0	3702
GROUP	DEFAULT	2763	0	0	2763
MODE_OF_ACTION	DEFAULT	2190	0	2190	0
NO_TREATMENT_RELATED_EFFECT_DETECTED	DEFAULT	873	0	383	490
NO_TREATMENT_RELATED_EFFECT_DETECTED_SENTENCE	DEFAULT	877	0	383	494
ROUTE_OF_ADMINISTRATION	DEFAULT	4395	1849	2494	52
SPECIES	DEFAULT	4357	2036	2321	0
SPECIMEN	DEFAULT	6395	6395	0	0
STATICAL_SIGNIFICANCE	DEFAULT	487	0	0	487
STRAIN	DEFAULT	1798	791	1007	0
TREATMENT_RELATED_EFFECT_DETECTED	DEFAULT	1862	0	0	1862
TREATMENT_RELATED_EFFECT_DETECTED_SENTENCE	DEFAULT	1862	0	0	1862
NONNEO_ABSCESS_NON-NEOPLASTIC FINDING TYPE	FINDING (SRFNDNG)	4	4	0	0
NONNEO_ACCUMULATION_NON-NEOPLASTIC FINDING TYPE	FINDING (SRFNDNG)	100	100	0	0
NONNEO_AGGREGATE_NON-NEOPLASTIC FINDING TYPE	FINDING (SRFNDNG)	6	6	0	0
