Report_8	ROUTE_OF_ADMINISTRATION	DEFAULT	5
Report_8	SENTENCES_QUANTITY	GENERAL_DOCUMENT	63
Report_8	SPECIES	DEFAULT	5
Report_8	SPECIMEN	DEFAULT	11
Report_8	NO_TREATMENT_RELATED_EFFECT_DETECTED	DEFAULT	1
Report_8	GROUP	DEFAULT	4
Report_8	ANATOMY	DEFAULT	6
Report_8	SENTENCES_TEXT	DEFAULT	63
Report_8	TOKENS_QUANTITY	GENERAL_DOCUMENT	1551
Report_8	NO_TREATMENT_RELATED_EFFECT_DETECTED_SENTENCE	DEFAULT	1
Report_8	STATICAL_SIGNIFICANCE	DEFAULT	5
Report_8	DOSE	DEFAULT	2
Report_8	MODE_OF_ACTION	DEFAULT	3
Report_8	LBTEST	STUDY TEST CODE(LBTEST) ETOX	24
Report_8	date	Original markups	1
Report_8	note	Original markups	4
Report_8	figDesc	Original markups	2
Report_8	appInfo	Original markups	1
Report_8	imprint	Original markups	1
Report_8	back	Original markups	1
Report_8	availability	Original markups	1
Report_8	fileDesc	Original markups	1
Report_8	title	Original markups	1
Report_8	body	Original markups	1
Report_8	div	Original markups	9
Report_8	head	Original markups	6
Report_8	ref	Original markups	1
Report_8	profileDesc	Original markups	1
Report_8	encodingDesc	Original markups	1
Report_8	text	Original markups	1
Report_8	monogr	Original markups	1
Report_8	table	Original markups	2
Report_8	licence	Original markups	1
Report_8	figure	Original markups	2
Report_8	listBibl	Original markups	1
Report_8	teiHeader	Original markups	1
Report_8	abstract	Original markups	1
Report_8	label	Original markups	2
Report_8	p	Original markups	27
Report_8	titleStmt	Original markups	1
Report_8	application	Original markups	1
Report_8	sourceDesc	Original markups	1
Report_8	TEI	Original markups	1
Report_8	publisher	Original markups	1
Report_8	publicationStmt	Original markups	1
Report_8	biblStruct	Original markups	1
Report_8	analytic	Original markups	1
Report_8	INCREASE_MANIFESTATION_FINDING	MANIFESTATION_FINDING	1
Report_8	JUSTPRESENT_MANIFESTATION_FINDING	MANIFESTATION_FINDING	13
Report_8	PKPARM_MAX CONC_PK PARAMETERS	PKPARMCD	2
Report_8	PKPARM	PKPARMCD	16
Report_8	PKPARM_CONCENTRATION_PK PARAMETERS	PKPARMCD	6
Report_8	SEXPOP_BOTH_SEX OF PARTICIPANTS RESPONSE	SEX	1
Report_8	SEXPOP	SEX	1
Report_8	MALE_SEX	SEX	7
Report_8	SEXPOP_M_SEX OF PARTICIPANTS RESPONSE	SEX	3
Report_8	CLINICAL_DOMAIN	STUDY_DOMAIN	24
Report_8	RESPIRATORY_FINDINGS_DOMAIN	STUDY_DOMAIN	2
Report_8	DEATH_DIAGNOSIS_DOMAIN	STUDY_DOMAIN	2
Report_8	FOOD_WATER_CONSUMPTION_DOMAIN	STUDY_DOMAIN	3
Report_8	UNIT_/DAY_UNIT	CDISC	2
Report_8	SDOMAIN_EX_SEND DOMAIN ABBREVIATION	CDISC	1
Report_8	PORTOT_PARTIAL_PORTION/TOTALITY	CDISC	2
Report_8	UNIT_IU_UNIT	CDISC	4
Report_8	PORTOT_ENTIRE_PORTION/TOTALITY	CDISC	1
Report_8	DIR_LOWER_DIRECTIONALITY	CDISC	1
Report_8	UNIT_HOURS_UNIT	CDISC	2
Report_8	CLCAT_CLINICAL SIGNS_CATEGORY FOR CLINICAL OBSERVATION	CDISC	5
Report_8	UNIT_POINT_UNIT	CDISC	1
Report_8	PKUNIT_MMOL/L_PK UNITS OF MEASURE	CDISC	1
Report_8	NCDSEX_INDETERMINATE_NONCLINICAL DART SEX	CDISC	1
Report_8	NULLFLAV_OTHER_NULL FLAVOR REASON	CDISC	4
Report_8	RELTYPE_ONE_RELATIONSHIP TYPE	CDISC	2
Report_8	FREQ_ONCE_FREQUENCY	CDISC	2
Report_8	AGEU_WEEKS_AGE UNIT	CDISC	2
Report_8	UNIT_UG/L_UNIT	CDISC	2
Report_8	FXFINDRS_OPACITY_FETAL PATHOLOGY FINDINGS RESULT	CDISC	2
Report_8	PORTOT_ALL_PORTION/TOTALITY	CDISC	3
Report_8	IN_LIFE_OBSERVATION	UNKNOW	11
Report_8	SET	UNKNOW	2
Report_8	DURATION_DOSIS	UNKNOW	29
Report_8	DURATION	UNKNOW	29
Report_8	PERCENT	UNKNOW	11
Report_8	LBTESTCD_APPEAR_LABORATORY TEST CODE	STUDY_TESTCD	2
Report_8	LBTESTCD_CA_LABORATORY TEST CODE	STUDY_TESTCD	1
Report_8	LBTESTCD_BILI_LABORATORY TEST CODE	STUDY_TESTCD	1
Report_8	LBTESTCD_GLUC_LABORATORY TEST CODE	STUDY_TESTCD	6
Report_8	STSPRMCD_TRTDOS_SEND TRIAL SUMMARY PARAMETER TEST CODE	STUDY_TESTCD	10
Report_8	LBTESTCD_UREA_LABORATORY TEST CODE	STUDY_TESTCD	1
Report_8	LBTESTCD_LEAD_LABORATORY TEST CODE	STUDY_TESTCD	3
Report_8	SCVTSTCD_ACTIVITY_SEND CARDIOVASCULAR TEST CODE	STUDY_TESTCD	3
Report_8	LBTESTCD_TRIG_LABORATORY TEST CODE	STUDY_TESTCD	1
Report_8	LBTESTCD_K_LABORATORY TEST CODE	STUDY_TESTCD	1
Report_8	LBTESTCD_PHOS_LABORATORY TEST CODE	STUDY_TESTCD	1
Report_8	LBTESTCD_INSULIN_LABORATORY TEST CODE	STUDY_TESTCD	1
Report_8	LBTESTCD_GLDH_LABORATORY TEST CODE	STUDY_TESTCD	1
Report_8	LBTESTCD_SODIUM_LABORATORY TEST CODE	STUDY_TESTCD	1
Report_2	ANATOMY	DEFAULT	5
Report_2	ROUTE_OF_ADMINISTRATION	DEFAULT	3
Report_2	SENTENCES_QUANTITY	GENERAL_DOCUMENT	12
Report_2	SENTENCES_TEXT	DEFAULT	12
Report_2	TOKENS_QUANTITY	GENERAL_DOCUMENT	471
Report_2	SPECIES	DEFAULT	5
Report_2	NO_TREATMENT_RELATED_EFFECT_DETECTED_SENTENCE	DEFAULT	1
Report_2	DOSE	DEFAULT	1
Report_2	NO_TREATMENT_RELATED_EFFECT_DETECTED	DEFAULT	1
Report_2	LBTEST	STUDY TEST CODE(LBTEST) ETOX	4
Report_2	date	Original markups	1
Report_2	note	Original markups	1
Report_2	figDesc	Original markups	1
Report_2	appInfo	Original markups	1
Report_2	imprint	Original markups	1
Report_2	back	Original markups	1
Report_2	availability	Original markups	1
Report_2	fileDesc	Original markups	1
Report_2	title	Original markups	1
Report_2	body	Original markups	1
Report_2	div	Original markups	2
Report_2	head	Original markups	1
Report_2	ref	Original markups	1
Report_2	profileDesc	Original markups	1
Report_2	encodingDesc	Original markups	1
Report_2	text	Original markups	1
Report_2	monogr	Original markups	1
Report_2	table	Original markups	1
Report_2	licence	Original markups	1
Report_2	figure	Original markups	1
Report_2	listBibl	Original markups	1
Report_2	teiHeader	Original markups	1
Report_2	abstract	Original markups	1
Report_2	label	Original markups	1
Report_2	p	Original markups	4
Report_2	titleStmt	Original markups	1
Report_2	application	Original markups	1
Report_2	sourceDesc	Original markups	1
Report_2	TEI	Original markups	1
Report_2	publisher	Original markups	1
Report_2	publicationStmt	Original markups	1
Report_2	biblStruct	Original markups	1
Report_2	analytic	Original markups	1
Report_2	JUSTPRESENT_MANIFESTATION_FINDING	MANIFESTATION_FINDING	1
Report_2	PKPARM	PKPARMCD	8
Report_2	MALE_SEX	SEX	2
Report_2	FEMALE_SEX	SEX	4
Report_2	SDOMAIN_FW_SEND DOMAIN ABBREVIATION	CDISC	1
Report_2	SSTYP_TOXICOKINETICS_SEND STUDY TYPE	CDISC	1
Report_2	SDOMAIN_CO_SEND DOMAIN ABBREVIATION	CDISC	1
Report_2	RELTYPE_ONE_RELATIONSHIP TYPE	CDISC	1
Report_2	STCAT_TOX_STUDY CATEGORY	CDISC	2
Report_2	UNIT_DAYS_UNIT	CDISC	1
Report_2	CHRNCTY_SUBACUTE_CHRONICITY	CDISC	1
Report_2	UNIT_HOURS_UNIT	CDISC	2
Report_2	MACROSCOPIC_FINDINGS_DOMAIN	STUDY_DOMAIN	1
Report_2	CLINICAL_DOMAIN	STUDY_DOMAIN	4
Report_2	ORGAN_MEASUREMENT_DOMAIN	STUDY_DOMAIN	1
Report_2	FOOD_WATER_CONSUMPTION_DOMAIN	STUDY_DOMAIN	2
Report_2	IN_LIFE_OBSERVATION	UNKNOW	3
Report_2	IDEOLOGY	UNKNOW	1
Report_2	ORDINAL	UNKNOW	3
Report_2	DURATION_DOSIS	UNKNOW	8
Report_2	DURATION	UNKNOW	8
Report_2	PERCENT	UNKNOW	1
Report_2	NOAEL_RISK_LEVEL	RISK_LEVEL	1
Report_2	STSPRMCD_TRTDOS_SEND TRIAL SUMMARY PARAMETER TEST CODE	STUDY_TESTCD	6
Report_2	STSPRMCD_DOSDUR_SEND TRIAL SUMMARY PARAMETER TEST CODE	STUDY_TESTCD	2
Report_2	STSPRMCD_SPECIES_SEND TRIAL SUMMARY PARAMETER TEST CODE	STUDY_TESTCD	2
Report_2	LBTESTCD_VOLUME_LABORATORY TEST CODE	STUDY_TESTCD	1
Report_2	VSTESTCD_TEMP_VITAL SIGNS TEST CODE	STUDY_TESTCD	1
Report_2	STSPRMCD_STDIR_SEND TRIAL SUMMARY PARAMETER TEST CODE	STUDY_TESTCD	2
Report_6	ROUTE_OF_ADMINISTRATION	DEFAULT	29
Report_6	SENTENCES_QUANTITY	GENERAL_DOCUMENT	515
Report_6	SPECIES	DEFAULT	26
Report_6	SPECIMEN	DEFAULT	153
Report_6	NO_TREATMENT_RELATED_EFFECT_DETECTED	DEFAULT	12
Report_6	ANATOMY	DEFAULT	402
Report_6	GROUP	DEFAULT	16
Report_6	SENTENCES_TEXT	DEFAULT	515
Report_6	TREATMENT_RELATED_EFFECT_DETECTED_SENTENCE	DEFAULT	9
Report_6	TOKENS_QUANTITY	GENERAL_DOCUMENT	16532
